pos,player,opp,status,stats,points,year,week,team,total_score,team_away,team_away_score
BN,D. Samuel,@ NO,W 13-27,,0.00,2020,10,MarkusEXperte,77.48,Blitzkoerper85,142.16
BN,E. Engram,vs PHI,W 27-17,,2.50,2020,10,MarkusEXperte,77.48,Blitzkoerper85,142.16
QB,R. Wilson,@ LAR,W 16-23,,8.92,2020,10,MKx,76.12,Hammichan,116.72
RB,T. Homer,@ LAR,W 16-23,,3.40,2020,10,MKx,76.12,Hammichan,116.72
RB,D. Dallas,@ LAR,W 16-23,,4.10,2020,10,MKx,76.12,Hammichan,116.72
WR,D. Hopkins,vs BUF,W 32-30,,22.20,2020,10,MKx,76.12,Hammichan,116.72
WR,M. Evans,@ CAR,L 46-23,,16.70,2020,10,MKx,76.12,Hammichan,116.72
TE,J. Graham,vs MIN,L 13-19,,0.00,2020,10,MKx,76.12,Hammichan,116.72
FLX,T. Smith,vs SF,W 27-13,,0.00,2020,10,MKx,76.12,Hammichan,116.72
FLX,M. Williams,@ MIA,W 21-29,,4.80,2020,10,MKx,76.12,Hammichan,116.72
K,W. Lutz,vs SF,W 27-13,,9.00,2020,10,MKx,76.12,Hammichan,116.72
DEF,B. Bills,@ ARI,W 30-32,,7.00,2020,10,MKx,76.12,Hammichan,116.72
BN,C. Newton,vs BAL,W 23-17,,16.82,2020,10,MKx,76.12,Hammichan,116.72
BN,E. Elliott,,BYE,,0.00,2020,10,MKx,76.12,Hammichan,116.72
BN,C. Carson,@ LAR,W 16-23,,0.00,2020,10,MKx,76.12,Hammichan,116.72
BN,A. Lazard,vs JAX,W 24-20,,0.00,2020,10,MKx,76.12,Hammichan,116.72
BN,C. Lamb,,BYE,,0.00,2020,10,MKx,76.12,Hammichan,116.72
BN,D. Schultz,,BYE,,0.00,2020,10,MKx,76.12,Hammichan,116.72
QB,D. Watson,@ CLE,W 7-10,,14.12,2020,10,Hammichan,116.72,MKx,76.12
RB,J. McKissic,@ DET,W 27-30,,14.40,2020,10,Hammichan,116.72,MKx,76.12
RB,N. Chubb,vs HOU,W 10-7,,18.60,2020,10,Hammichan,116.72,MKx,76.12
WR,T. Lockett,@ LAR,W 16-23,,9.10,2020,10,Hammichan,116.72,MKx,76.12
WR,A. Thielen,@ CHI,L 19-13,,18.30,2020,10,Hammichan,116.72,MKx,76.12
TE,E. Ebron,vs CIN,W 36-10,,4.80,2020,10,Hammichan,116.72,MKx,76.12
FLX,M. Thomas,vs SF,W 27-13,,3.70,2020,10,Hammichan,116.72,MKx,76.12
FLX,G. Bernard,@ CAR,L 46-23,,6.70,2020,10,Hammichan,116.72,MKx,76.12
K,J. Sanders,vs LAC,W 29-21,,14.00,2020,10,Hammichan,116.72,MKx,76.12
DEF,P. Steelers,vs CIN,W 36-10,,13.00,2020,10,Hammichan,116.72,MKx,76.12
BN,L. Bell,,BYE,,0.00,2020,10,Hammichan,116.72,MKx,76.12
BN,J. Williams,vs WAS,W 30-27,,7.00,2020,10,Hammichan,116.72,MKx,76.12
BN,K. Ballage,vs CIN,W 36-10,,12.70,2020,10,Hammichan,116.72,MKx,76.12
BN,J. Wilkins,@ TEN,L 34-17,,2.80,2020,10,Hammichan,116.72,MKx,76.12
BN,B. Aiyuk,@ NO,W 13-27,,16.20,2020,10,Hammichan,116.72,MKx,76.12
BN,M. Andrews,@ NE,W 17-23,,9.60,2020,10,Hammichan,116.72,MKx,76.12
QB,J. Allen,@ ARI,W 30-32,,26.86,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
RB,M. Sanders,@ NYG,W 17-27,,12.50,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
RB,J. Jacobs,vs DEN,W 37-12,,27.60,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
WR,S. Diggs,@ ARI,W 30-32,,20.30,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
WR,R. Anderson,vs TB,L 23-46,,4.10,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
TE,H. Henry,vs BAL,W 23-17,,11.00,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
FLX,C. Godwin,@ CAR,L 46-23,,12.20,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
FLX,M. Jones,@ GB,W 20-24,,19.60,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
K,R. Bullock,vs WAS,W 30-27,,4.00,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
DEF,N. Giants,vs PHI,W 27-17,,4.00,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
BN,D. Harris,vs BAL,W 23-17,,12.10,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
BN,M. Gaskin,vs LAC,W 29-21,,0.00,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
BN,Z. Moss,@ ARI,W 30-32,,2.20,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
BN,K. Golladay,vs PHI,W 27-17,,0.00,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
BN,J. Meyers,vs BAL,W 23-17,,13.36,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
BN,M. Dolphins,vs LAC,W 29-21,,6.00,2020,10,Blitzkoerper85,142.16,MarkusEXperte,77.48
QB,D. Brees,,BYE,,5.94,2020,10,seb44,67.04,Hubner,132.16
RB,D. Henry,vs IND,L 17-34,,11.40,2020,10,seb44,67.04,Hubner,132.16
RB,P. Lindsay,@ CLE,W 7-10,,0.20,2020,10,seb44,67.04,Hubner,132.16
WR,H. Renfrow,vs DEN,W 37-12,,4.00,2020,10,seb44,67.04,Hubner,132.16
WR,A. Brown,vs IND,L 17-34,,2.60,2020,10,seb44,67.04,Hubner,132.16
TE,J. Smith,vs BAL,W 23-17,,8.50,2020,10,seb44,67.04,Hubner,132.16
FLX,L. Thomas,@ DET,W 27-30,,8.60,2020,10,seb44,67.04,Hubner,132.16
FLX,G. Edwards,@ NE,W 17-23,,7.80,2020,10,seb44,67.04,Hubner,132.16
K,M. Crosby,vs JAX,W 24-20,,6.00,2020,10,seb44,67.04,Hubner,132.16
DEF,N. Saints,vs SF,W 27-13,,12.00,2020,10,seb44,67.04,Hubner,132.16
BN,R. Tannehill,vs IND,L 17-34,,10.78,2020,10,seb44,67.04,Hubner,132.16
BN,D. Johnson,@ CLE,W 7-10,,0.00,2020,10,seb44,67.04,Hubner,132.16
BN,R. Mostert,@ NO,W 13-27,,0.00,2020,10,seb44,67.04,Hubner,132.16
BN,A. Cooper,,BYE,,0.00,2020,10,seb44,67.04,Hubner,132.16
BN,J. Jones,vs IND,L 17-34,,0.00,2020,10,seb44,67.04,Hubner,132.16
BN,H. Hurst,,BYE,,0.00,2020,10,seb44,67.04,Hubner,132.16
QB,A. Rodgers,vs JAX,W 24-20,,25.40,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
RB,M. Gordon,@ LV,W 12-37,,4.60,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
RB,L. Fournette,@ CAR,L 46-23,,4.00,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
WR,T. McLaurin,@ DET,W 27-30,,12.70,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
WR,D. Adams,vs JAX,W 24-20,,13.60,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
TE,D. Waller,vs DEN,W 37-12,,5.20,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
FLX,D. Johnson,,BYE,,5.40,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
FLX,C. Kirk,vs BUF,W 32-30,,4.70,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
K,J. Tucker,@ NE,W 17-23,,4.00,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
DEF,T. Buccaneers,@ CAR,L 46-23,,5.00,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
BN,T. Pope,@ CAR,L 46-23,,0.00,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
BN,J. Mixon,@ PIT,W 10-36,,0.00,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
BN,J. Taylor,@ TEN,L 34-17,,4.70,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
BN,C. Beasley,@ ARI,W 30-32,,22.40,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
BN,A. Brown,@ CAR,L 46-23,,10.10,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
BN,M. Brown,@ NE,W 17-23,,2.40,2020,10,StumpfistTrumpf,84.60,TheRealBauer,129.90
QB,J. Herbert,@ MIA,W 21-29,,20.48,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
RB,M. Davis,,BYE,,6.40,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
RB,J. Conner,vs BUF,W 32-30,,5.80,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
WR,K. Allen,@ MIA,W 21-29,,11.40,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
WR,A. Robinson,vs MIN,L 13-19,,7.30,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
TE,N. Fant,@ LV,W 12-37,,3.30,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
FLX,J. Jeudy,@ LV,W 12-37,,8.80,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
FLX,J. Smith-Schuster,vs CIN,W 36-10,,18.20,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
K,M. Prater,vs BUF,W 32-30,,16.00,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
DEF,B. Ravens,@ NE,W 17-23,,1.00,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
BN,M. Ryan,,BYE,,0.00,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
BN,C. McCaffrey,vs TB,L 23-46,,0.00,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
BN,D. Singletary,@ ARI,W 30-32,,1.50,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
BN,J. Landry,vs HOU,W 10-7,,4.40,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
BN,D. Slayton,vs PHI,W 27-17,,11.80,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
BN,T. Kelce,,BYE,,0.00,2020,10,Speasy,98.68,AllTimeReadyPat,157.64
QB,T. Brady,@ CAR,L 46-23,,31.84,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
RB,W. Gallman,@ NO,W 13-27,,18.50,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
RB,A. Jones,vs JAX,W 24-20,,11.00,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
WR,S. Shepard,vs PHI,W 27-17,,7.70,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
WR,D. Johnson,vs CIN,W 36-10,,20.60,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
TE,R. Gronkowski,@ CAR,L 46-23,,12.10,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
FLX,B. Cooks,@ CLE,W 7-10,,6.90,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
FLX,T. Higgins,@ PIT,W 10-36,,18.00,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
K,R. Succop,@ CAR,L 46-23,,13.00,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
DEF,L. Raiders,vs DEN,W 37-12,,18.00,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
BN,J. White,vs BAL,W 23-17,,1.80,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
BN,T. Gurley,,BYE,,0.00,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
BN,J. Howard,@ NYG,W 17-27,,0.00,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
BN,J. Reynolds,vs IND,L 17-34,,13.40,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
BN,C. Ridley,,BYE,,0.00,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
BN,D. Bryant,,BYE,,0.00,2020,10,AllTimeReadyPat,157.64,Speasy,98.68
QB,K. Murray,@ SEA,W 21-28,,20.26,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
RB,C. Edmonds,@ SEA,W 21-28,,12.90,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
RB,A. Gibson,vs CIN,W 20-9,,16.90,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
WR,C. Claypool,@ JAX,L 27-3,,13.90,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
WR,R. Woods,@ TB,L 27-24,,24.60,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
TE,A. Hooper,vs PHI,W 22-17,,4.80,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
FLX,K. Hunt,vs PHI,W 22-17,,8.60,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
FLX,C. Edwards-Helaire,@ LV,L 35-31,,20.20,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
K,Y. Koo,@ NO,W 9-24,,12.00,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
DEF,M. Vikings,vs DAL,L 28-31,,4.00,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
BN,A. Ekeler,vs NYJ,W 34-28,,0.00,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
BN,D. Parker,@ DEN,W 13-20,,15.10,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
BN,J. Crowder,@ LAC,W 28-34,,2.10,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
BN,D. Chark,vs PIT,L 3-27,,6.10,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
BN,J. Reagor,@ CLE,W 17-22,,7.20,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
BN,C. Browns,vs PHI,W 22-17,,24.00,2020,11,TheRealBauer,138.16,Blitzkoerper85,97.88
QB,L. Jackson,vs TEN,L 24-30,,16.54,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
RB,A. Kamara,vs ATL,W 24-9,,10.50,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
RB,J. Robinson,vs PIT,L 3-27,,10.40,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
WR,T. Boyd,@ WAS,W 9-20,,13.00,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
WR,C. Kupp,@ TB,L 27-24,,20.00,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
TE,D. Goedert,@ CLE,W 17-22,,16.20,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
FLX,R. Jones,vs LAR,L 24-27,,2.40,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
FLX,J. Jefferson,vs DAL,L 28-31,,16.10,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
K,C. Boswell,@ JAX,L 27-3,,11.00,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
DEF,L. Chargers,vs NYJ,W 34-28,,9.00,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
BN,L. Murray,vs ATL,W 24-9,,9.50,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
BN,J. McKinnon,@ LV,L 35-31,,0.00,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
BN,K. Drake,vs KC,L 31-35,,14.00,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
BN,D. Henderson,@ TB,L 27-24,,1.90,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
BN,D. Moore,vs DET,W 20-0,,18.30,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
BN,R. Gage,@ NO,W 9-24,,9.30,2020,11,Hubner,125.14,AllTimeReadyPat,83.84
QB,P. Mahomes,@ LV,L 35-31,,21.52,2020,11,MarkusEXperte,114.52,Hammichan,159.86
RB,D. Cook,vs DAL,L 28-31,,21.50,2020,11,MarkusEXperte,114.52,Hammichan,159.86
RB,N. Hines,vs GB,W 34-31,,6.80,2020,11,MarkusEXperte,114.52,Hammichan,159.86
WR,T. Hill,@ LV,L 35-31,,21.50,2020,11,MarkusEXperte,114.52,Hammichan,159.86
WR,D. Metcalf,vs ARI,W 28-21,,12.10,2020,11,MarkusEXperte,114.52,Hammichan,159.86
TE,T. Hockenson,@ CAR,W 0-20,,8.80,2020,11,MarkusEXperte,114.52,Hammichan,159.86
FLX,W. Fuller,@ DEN,W 13-20,,11.00,2020,11,MarkusEXperte,114.52,Hammichan,159.86
FLX,T. Fulgham,@ CLE,W 17-22,,1.30,2020,11,MarkusEXperte,114.52,Hammichan,159.86
K,H. Butker,@ LV,L 35-31,,5.00,2020,11,MarkusEXperte,114.52,Hammichan,159.86
DEF,L. Rams,@ TB,L 27-24,,5.00,2020,11,MarkusEXperte,114.52,Hammichan,159.86
BN,D. Montgomery,,BYE,,0.00,2020,11,MarkusEXperte,114.52,Hammichan,159.86
BN,D. Swift,@ CAR,W 0-20,,0.00,2020,11,MarkusEXperte,114.52,Hammichan,159.86
BN,C. Samuel,vs CIN,W 20-9,,17.40,2020,11,MarkusEXperte,114.52,Hammichan,159.86
BN,T. Patrick,vs MIA,W 20-13,,14.40,2020,11,MarkusEXperte,114.52,Hammichan,159.86
BN,D. Samuel,,BYE,,0.00,2020,11,MarkusEXperte,114.52,Hammichan,159.86
BN,D. Carlson,vs KC,L 31-35,,7.00,2020,11,MarkusEXperte,114.52,Hammichan,159.86
QB,R. Wilson,vs ARI,W 28-21,,18.08,2020,11,MKx,108.58,seb44,111.76
RB,D. Dallas,vs ARI,W 28-21,,4.20,2020,11,MKx,108.58,seb44,111.76
RB,E. Elliott,@ MIN,L 31-28,,18.40,2020,11,MKx,108.58,seb44,111.76
WR,D. Hopkins,@ SEA,W 21-28,,7.60,2020,11,MKx,108.58,seb44,111.76
WR,M. Evans,vs LAR,L 24-27,,13.40,2020,11,MKx,108.58,seb44,111.76
TE,D. Schultz,@ MIN,L 31-28,,10.50,2020,11,MKx,108.58,seb44,111.76
FLX,C. Davis,@ LAC,W 28-34,,13.80,2020,11,MKx,108.58,seb44,111.76
FLX,C. Lamb,@ MIN,L 31-28,,14.60,2020,11,MKx,108.58,seb44,111.76
K,W. Lutz,vs ATL,W 24-9,,5.00,2020,11,MKx,108.58,seb44,111.76
DEF,H. Texans,vs NE,W 27-20,,3.00,2020,11,MKx,108.58,seb44,111.76
BN,C. Newton,@ HOU,W 20-27,,19.20,2020,11,MKx,108.58,seb44,111.76
BN,C. Carson,vs ARI,W 28-21,,0.00,2020,11,MKx,108.58,seb44,111.76
BN,M. Williams,vs NYJ,W 34-28,,15.20,2020,11,MKx,108.58,seb44,111.76
BN,A. Lazard,@ IND,W 31-34,,2.80,2020,11,MKx,108.58,seb44,111.76
BN,J. Graham,,BYE,,0.00,2020,11,MKx,108.58,seb44,111.76
BN,B. Bills,,BYE,,0.00,2020,11,MKx,108.58,seb44,111.76
QB,D. Watson,vs NE,W 27-20,,31.36,2020,11,Hammichan,159.86,MarkusEXperte,114.52
RB,J. McKissic,vs CIN,W 20-9,,7.40,2020,11,Hammichan,159.86,MarkusEXperte,114.52
RB,N. Chubb,vs PHI,W 22-17,,11.40,2020,11,Hammichan,159.86,MarkusEXperte,114.52
WR,T. Lockett,vs ARI,W 28-21,,17.20,2020,11,Hammichan,159.86,MarkusEXperte,114.52
WR,A. Thielen,vs DAL,L 28-31,,28.30,2020,11,Hammichan,159.86,MarkusEXperte,114.52
TE,M. Andrews,vs TEN,L 24-30,,18.10,2020,11,Hammichan,159.86,MarkusEXperte,114.52
FLX,G. Bernard,vs LAR,L 24-27,,7.50,2020,11,Hammichan,159.86,MarkusEXperte,114.52
FLX,K. Ballage,@ JAX,L 27-3,,10.60,2020,11,Hammichan,159.86,MarkusEXperte,114.52
K,J. Sanders,@ DEN,W 13-20,,10.00,2020,11,Hammichan,159.86,MarkusEXperte,114.52
DEF,P. Steelers,@ JAX,L 27-3,,18.00,2020,11,Hammichan,159.86,MarkusEXperte,114.52
BN,L. Bell,,BYE,,10.10,2020,11,Hammichan,159.86,MarkusEXperte,114.52
BN,J. Williams,@ CAR,W 0-20,,8.10,2020,11,Hammichan,159.86,MarkusEXperte,114.52
BN,L. Perine,@ LAC,W 28-34,,9.30,2020,11,Hammichan,159.86,MarkusEXperte,114.52
BN,M. Thomas,vs ATL,W 24-9,,14.90,2020,11,Hammichan,159.86,MarkusEXperte,114.52
BN,M. Valdes-Scantling,@ IND,W 31-34,,4.00,2020,11,Hammichan,159.86,MarkusEXperte,114.52
BN,B. Aiyuk,,BYE,,0.00,2020,11,Hammichan,159.86,MarkusEXperte,114.52
QB,B. Roethlisberger,@ JAX,L 27-3,,16.68,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
RB,M. Sanders,@ CLE,W 17-22,,6.60,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
RB,S. Ahmed,@ DEN,W 13-20,,9.90,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
WR,M. Jones,vs PIT,L 3-27,,7.10,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
WR,R. Anderson,vs DET,W 20-0,,8.10,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
TE,H. Henry,@ HOU,W 20-27,,12.80,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
FLX,C. Godwin,vs LAR,L 24-27,,14.80,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
FLX,J. Jacobs,vs KC,L 31-35,,12.90,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
K,R. Bullock,@ CAR,W 0-20,,3.00,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
DEF,M. Dolphins,@ DEN,W 13-20,,6.00,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
BN,J. Allen,,BYE,,0.00,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
BN,D. Harris,@ HOU,W 20-27,,11.90,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
BN,M. Gaskin,@ DEN,W 13-20,,0.00,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
BN,S. Diggs,,BYE,,0.00,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
BN,K. Golladay,,BYE,,0.00,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
BN,J. Meyers,@ HOU,W 20-27,,5.30,2020,11,Blitzkoerper85,97.88,TheRealBauer,138.16
QB,R. Tannehill,@ BAL,L 30-24,,19.86,2020,11,seb44,111.76,MKx,108.58
RB,P. Lindsay,vs NE,W 27-20,,8.20,2020,11,seb44,111.76,MKx,108.58
RB,D. Henry,@ BAL,L 30-24,,19.70,2020,11,seb44,111.76,MKx,108.58
WR,J. Jones,@ BAL,L 30-24,,4.90,2020,11,seb44,111.76,MKx,108.58
WR,A. Brown,@ BAL,L 30-24,,14.20,2020,11,seb44,111.76,MKx,108.58
TE,J. Smith,@ HOU,W 20-27,,10.00,2020,11,seb44,111.76,MKx,108.58
FLX,L. Thomas,vs CIN,W 20-9,,1.80,2020,11,seb44,111.76,MKx,108.58
FLX,A. Cooper,@ MIN,L 31-28,,11.10,2020,11,seb44,111.76,MKx,108.58
K,M. Crosby,@ IND,W 31-34,,6.00,2020,11,seb44,111.76,MKx,108.58
DEF,N. Saints,vs ATL,W 24-9,,16.00,2020,11,seb44,111.76,MKx,108.58
BN,D. Brees,,BYE,,0.00,2020,11,seb44,111.76,MKx,108.58
BN,D. Johnson,vs NE,W 27-20,,0.00,2020,11,seb44,111.76,MKx,108.58
BN,R. Mostert,,BYE,,0.00,2020,11,seb44,111.76,MKx,108.58
BN,G. Edwards,vs TEN,L 24-30,,0.60,2020,11,seb44,111.76,MKx,108.58
BN,H. Renfrow,vs KC,L 31-35,,4.70,2020,11,seb44,111.76,MKx,108.58
BN,H. Hurst,@ NO,W 9-24,,0.00,2020,11,seb44,111.76,MKx,108.58
QB,A. Rodgers,@ IND,W 31-34,,20.74,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
RB,D. Johnson,,BYE,,5.00,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
RB,A. Peterson,,BYE,,1.80,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
WR,T. McLaurin,vs CIN,W 20-9,,10.90,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
WR,D. Adams,@ IND,W 31-34,,20.10,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
TE,D. Waller,vs KC,L 31-35,,18.30,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
FLX,A. Brown,vs LAR,L 24-27,,9.80,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
FLX,C. Kirk,@ SEA,W 21-28,,7.00,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
K,J. Tucker,vs TEN,L 24-30,,8.00,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
DEF,T. Buccaneers,vs LAR,L 24-27,,4.00,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
BN,M. Gordon,vs MIA,W 20-13,,17.40,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
BN,L. Fournette,vs LAR,L 24-27,,9.10,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
BN,J. Mixon,@ WAS,W 9-20,,0.00,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
BN,J. Taylor,vs GB,W 34-31,,13.40,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
BN,C. Beasley,,BYE,,0.00,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
BN,M. Brown,vs TEN,L 24-30,,0.00,2020,11,StumpfistTrumpf,105.64,Speasy,119.10
QB,J. Herbert,vs NYJ,W 34-28,,27.74,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
RB,M. Davis,@ NO,W 9-24,,14.90,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
RB,J. Conner,@ SEA,W 21-28,,11.40,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
WR,K. Allen,vs NYJ,W 34-28,,25.50,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
WR,J. Landry,vs PHI,W 22-17,,3.60,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
TE,T. Kelce,@ LV,L 35-31,,22.86,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
FLX,J. Jeudy,vs MIA,W 20-13,,5.20,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
FLX,J. Smith-Schuster,@ JAX,L 27-3,,3.90,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
K,M. Prater,@ SEA,W 21-28,,0.00,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
DEF,B. Ravens,vs TEN,L 24-30,,4.00,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
BN,M. Ryan,@ NO,W 9-24,,5.28,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
BN,C. McCaffrey,vs DET,W 20-0,,0.00,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
BN,D. Singletary,,BYE,,0.00,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
BN,A. Robinson,,BYE,,0.00,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
BN,D. Slayton,,BYE,,0.00,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
BN,N. Fant,vs MIA,W 20-13,,7.50,2020,11,Speasy,119.10,StumpfistTrumpf,105.64
QB,T. Brady,vs LAR,L 24-27,,12.64,2020,11,AllTimeReadyPat,83.84,Hubner,125.14
RB,T. Gurley,,BYE,,3.40,2020,11,AllTimeReadyPat,83.84,Hubner,125.14
RB,A. Jones,@ IND,W 31-34,,15.10,2020,11,AllTimeReadyPat,83.84,Hubner,125.14
